日期,关键词,标题,正文摘要,点赞,收藏,评论,分享,类型,作者,封面图URL,标签,笔记ID,xsec_token,链接
2026-07-23,TCF备考,法语备考：我的时间安排复盘,2025.9—2026.3 佛系打底阶段 这段时间居家全职上班，摸鱼空间比较充足。每周固定3小时喵喵老师的课，课上会让我,96,118,10,17,图文,喜欢吃胡辣汤,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0322vg0090ms005qgo1vvgg805am1mfp0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=9eba40070b1a86ee8ad159e83401f1ca&t=6aa54648,,6a6220db000000000f017818,YB56sWkOlKrZMaVeC5x7IBq4o89KHbW89bBeiXZxGPKu4=,https://www.xiaohongshu.com/explore/6a6220db000000000f017818?xsec_token=YB56sWkOlKrZMaVeC5x7IBq4o89KHbW89bBeiXZxGPKu4=&xsec_source=app_note
2026-09-04,TCF备考,🇨🇦TCF CA 作文备考（放弃T3版),写在前面： 👧我自己因为备考时间只有三个月，所以采取的是集中主要力量解决主要矛盾的方法，我的目标是写作通过就行，我最后,93,116,20,16,图文,肥牛Juan 🥓,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8324mdksn1naa05pan6ke177vgqvcdqc0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=b9b1016848d187d00f1e2d5140481a21&t=6aa54648,,6a9a5d170000000028029f50,YBL00BEpptLgthxSXWzXV8q36amrx3oujHzTYBchYNqDI=,https://www.xiaohongshu.com/explore/6a9a5d170000000028029f50?xsec_token=YBL00BEpptLgthxSXWzXV8q36amrx3oujHzTYBchYNqDI=&xsec_source=app_note
2026-04-22,法语移民,EE大改对法语通道的启示,虽然说IRCC还没有发布官方完整版本的新EE草案，但现在各种leak已经透题透得差不多了，猫哥来讲下这次大改对于EE法语,129,97,17,39,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031v8hbqhb1u0g5pk36mnhot2dere94e8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=eec6f44e506c58362cdcb73f9fcb04c1&t=6aa54677,,69e84bac000000001b001bc7,YBffg8hrS2EZu6J72N-FTsP4qazlzFDcVUNRSCigRjvHs=,https://www.xiaohongshu.com/explore/69e84bac000000001b001bc7?xsec_token=YBffg8hrS2EZu6J72N-FTsP4qazlzFDcVUNRSCigRjvHs=&xsec_source=app_note
2026-05-25,TCF Canada,tcfca一个模板套所有T3-有钱等于幸福？,接下来我将开启一个全新的系列，用同一套模板套用所有的tcfcanada口语t3，主要为了给大家展示，只要有靠谱的框架，你,98,110,16,29,视频,雷雷六（在职加拿大法语B2版）,https://sns-na-i11.xhscdn.com/1040g2sg320j3hfadmoe05pcbjjn83v8lp105uh8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=2cfececf2dbcdf153d44c9aae0b6e2b9&t=6aa54543,,6a13e3a8000000003502a314,YBpbwD2O95cPSo0jT-yb5fA-20LhWH5C8ywGIwQY5qHJE=,https://www.xiaohongshu.com/explore/6a13e3a8000000003502a314?xsec_token=YBpbwD2O95cPSo0jT-yb5fA-20LhWH5C8ywGIwQY5qHJE=&xsec_source=app_note
2026-05-07,TEF Canada/TCF备考,39岁大龄普妈 零基础8个月 拿下法语Tcf Ca,我的TCF CA 8个月时间线 个人情况： 39岁即将更年期的我，青春期的儿子，即将青春期的女儿，曾经北漂，现在西漂（西,76,121,23,30,图文,Emma,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031vscgncs2r1g5ohcrsqgkd5rcrbvcbg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=df4a1abb0ba1f1b1f8f048ca601da146&t=6aa54636,,69fc9f50000000001f000c0e,YBy1UBn3KjQ1YTg1RUcOUftS4eH9qU6cQHsVcNVbyYI_o=,https://www.xiaohongshu.com/explore/69fc9f50000000001f000c0e?xsec_token=YBy1UBn3KjQ1YTg1RUcOUftS4eH9qU6cQHsVcNVbyYI_o=&xsec_source=app_note
2026-08-09,法语移民,"加拿大将发布最新移民规划, EE法语再被提及",IRCC前几个月的时候做了一次政策问询，针对新一轮的2027-29年的移民规划，EE法语通道再次被重点提及 虽然说完整的,145,86,24,54,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/1040g2sg323lb35l66u705pk36mnhot2dc1b9k38?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=4973467d20bbeaf407058e8a632caa89&t=6aa54672,,6a7879f200000000260358f5,YBnWVjVEaSU0siZuN9qvUo6RWmamFgQ6U1ik-O5K0iSk8=,https://www.xiaohongshu.com/explore/6a7879f200000000260358f5?xsec_token=YBnWVjVEaSU0siZuN9qvUo6RWmamFgQ6U1ik-O5K0iSk8=&xsec_source=app_note
2026-07-09,TCF Canada,TCF Canada口语高分万能句,很适合用于口语tâche 3表达自己的立场并引出观点论述 #tcfcanada  #法语考试  #加拿大法语移民  #e,85,112,2,20,视频,Monica教法语,https://sns-na-i11.xhscdn.com/spectrum/1040g0k0322da8bm6n40g5qfuk870g302hfuan70?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=db08020c2c58de696cfdaf13bdde9bb9&t=6aa54543,,6a4f7df50000000020038be8,YB6Gg6DE3PKrydSNbK-pTg4gBWUC0nb0fORr1zEQpHgbA=,https://www.xiaohongshu.com/explore/6a4f7df50000000020038be8?xsec_token=YB6Gg6DE3PKrydSNbK-pTg4gBWUC0nb0fORr1zEQpHgbA=&xsec_source=app_note
2026-06-23,TCF备考,B2经验分享,去年还在苦背法语的我现在已经拿着pr安家入学。平心而论，学习法语的痛苦至今依然清晰，但现在的生活告诉我，值！再累也值！我,95,107,16,15,图文,Lulumelon,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0321nsmmf66u005o3advvg93tvprk7q70?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=2e7b1d26090c682ed977bfe0aa02a5b6&t=6aa54648,,6a3991e3000000001102ffd5,YBrOHquMbv5bDCHHeXjfJhC1AMGZQrrRYLPyNK8O0gKyw=,https://www.xiaohongshu.com/explore/6a3991e3000000001102ffd5?xsec_token=YBrOHquMbv5bDCHHeXjfJhC1AMGZQrrRYLPyNK8O0gKyw=&xsec_source=app_note
2026-07-25,法语移民,学法语拿加拿大永居，先达到这些最低门槛,猫哥扫盲贴系列第N篇，这次来讲下加拿大法语通道的最低门槛要求，满足了，才能参与抽分 学个法语就可以拿加拿大PR？真的就如,126,91,9,28,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k03231gtq4m6u0g5pk36mnhot2dgidcdgo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=d40df1416f88d5eece40f22421ee3177&t=6aa54677,,6a642ee5000000000f004570,YBQ8eku8RDm_GAhrXFLFcFGpi3hbeYbhQjiJfKTt6cANY=,https://www.xiaohongshu.com/explore/6a642ee5000000000f004570?xsec_token=YBQ8eku8RDm_GAhrXFLFcFGpi3hbeYbhQjiJfKTt6cANY=&xsec_source=app_note
2026-08-16,法语移民,很多人看到EE法语通道的邀请分数只要391分，比CEC经验类的516分低了将近130分，第一反应就是这条路太好走了。但我,很多人看到EE法语通道的邀请分数只要391分，比CEC经验类的516分低了将近130分，第一反应就是这条路太好走了。但我,114,92,52,22,图文,Helen（速通）,https://sns-na-i11.xhscdn.com/spectrum/1040g0k0323ub1aeon0005pvcrkginsdb301igeg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=aa176af90366cb6eb50700e242e83bb9&t=6aa54677,,6a81b12e000000002c0070af,YBN6O6mU4yeRM6soSuY6bqsUeuJLJJ97BiIc34z8w7b24=,https://www.xiaohongshu.com/explore/6a81b12e000000002c0070af?xsec_token=YBN6O6mU4yeRM6soSuY6bqsUeuJLJJ97BiIc34z8w7b24=&xsec_source=app_note
2026-04-20,TCF备考,8个月自学法语到TEF B2的经验与心得（下）,前两篇可谓是总结了自学道路上所有能遇到的弯路，接下来是帮助我在一个月不到的时间，直接冲到B2的、至关重要的攻略方式,97,98,7,15,图文,Ingrid,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831v5qe7fb2q905od686vk18evq43jqc8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=5e16c873077bcaa60423329378b04b5c&t=6aa54648,,69e583e6000000001a0225a1,YBPtm5YgDe6B1z8cnIaY8zLyHKLsjOW9n-9w31BI2qggU=,https://www.xiaohongshu.com/explore/69e583e6000000001a0225a1?xsec_token=YBPtm5YgDe6B1z8cnIaY8zLyHKLsjOW9n-9w31BI2qggU=&xsec_source=app_note
2026-08-19,TEF Canada/TCF备考/法语移民,35 +带 5 岁娃：我是怎么熬出TCF🇨🇦的！,先说结果✨：TCF Canada 顺利出分，已经成功 EE 入池。 无广！纯个人真实经历，想给走法语移民通道的朋友分享踩,116,85,51,31,图文,带娃学法语的Mia,https://sns-na-i11.xhscdn.com/oss-ae/notes/1040g3ug324292800i6005qk33f5g8j00m6d94j8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=372fa76d85161ae4ac3b34705ee86def&t=6aa5462c,,6a85beff000000000e03f000,YBK-3LAyDfD0mkr8UJejItHTlrizkqxGcdaZu2Bip6Vo4=,https://www.xiaohongshu.com/explore/6a85beff000000000e03f000?xsec_token=YBK-3LAyDfD0mkr8UJejItHTlrizkqxGcdaZu2Bip6Vo4=&xsec_source=app_note
2024-11-02,TEF Canada,TEFCA口语B部分考场模拟（搬运+中字）,考生得分在视频末尾，请看到最后 做字幕不易，多多支持 小破站也同步上传了，想用电脑观看可以去那边 账号同名 #法语零基础,95,95,3,31,视频,我是橘汁Molly,https://sns-na-i11.xhscdn.com/1040g2sg319m8olgp7cd05o82411095vjjcp2s8o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=c52ddf0f44512a4b92b01980e7e911d9&t=6aa5462c,,67257a6f000000003c01d42a,YBeNAgpQu92VcfJ2Z0dbzJz-9Vj_Eq9ZX1j4zap8fhu4U=,https://www.xiaohongshu.com/explore/67257a6f000000003c01d42a?xsec_token=YBeNAgpQu92VcfJ2Z0dbzJz-9Vj_Eq9ZX1j4zap8fhu4U=&xsec_source=app_note
2026-08-04,TCF备考,介绍一下自身学习TCF CA的经历仅供参考,因为有很多朋友想要了解零基础到TCF CANADA B2需要花多少时间，所以写写这个帖子。 声明： 1. 我个人不推崇自,96,92,21,12,图文,小小饼咪,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0323eldvmhnu0046rmaqko86hn0ivas2o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=cf12e1faa0e88e644b5f8fbee32811df&t=6aa54648,,6a71a772000000002701d3c1,YBoJpFzK8GntKCPLBN4B-tv7mVcoND9SnXMYi6aDDoE1U=,https://www.xiaohongshu.com/explore/6a71a772000000002701d3c1?xsec_token=YBoJpFzK8GntKCPLBN4B-tv7mVcoND9SnXMYi6aDDoE1U=&xsec_source=app_note
2025-04-13,TEF Canada,TEF CANADA 资历平凡的0基础到CLB7自学（六,3听力： 我没有做过听写，我也没有精听过。我也觉得听写效率不高。虽然我听力考得并不高，但我估计是最后一部分辩音错了很多,72,103,4,8,图文,Un_Grand_Arbre,https://sns-na-i11.xhscdn.com/spectrum/1040g34o31g6dkcld1a0g49psvr6q94inr4opiq0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=9dd40e507ce1a7e99336112811fd2a64&t=6aa54636,,67fa9b2d000000000b017754,YBc2TIRUAD5vSx5A1FhDJ-5uyW1coqLnh6CzLPpRtveUo=,https://www.xiaohongshu.com/explore/67fa9b2d000000000b017754?xsec_token=YBc2TIRUAD5vSx5A1FhDJ-5uyW1coqLnh6CzLPpRtveUo=&xsec_source=app_note
2026-07-14,TCF Canada,TCF CA口语1:一个小技巧，让你不怕考官打断,今天的视频分享一个很简单但非常实用的应对打断的小技巧 #tcfcanada  #tcfca  #tcf  #法语考试,91,89,1,23,视频,Monica教法语,https://sns-na-i11.xhscdn.com/spectrum/1040g0k0322jo2venms005qfuk870g302p5qjj8o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=781ec3a839e2adff5e79e19bb1b4fdaa&t=6aa54543,,6a5616aa0000000006022fbb,YB3D243eTGknufAkdml-zySvahTne6xdGmTLLEkjHkTdg=,https://www.xiaohongshu.com/explore/6a5616aa0000000006022fbb?xsec_token=YB3D243eTGknufAkdml-zySvahTne6xdGmTLLEkjHkTdg=&xsec_source=app_note
2025-01-18,TEF Canada,🇨🇦TEF Canada蒙特利尔考场记录（已出分,整体备考建议： 真材实料：口语和写作对比上一年，难度持平，没有什么变化。阅读听力的难度提升了，靠刷题，指望靠运气遇到原题,95,86,19,28,图文,Banff女孩,https://sns-na-i11.xhscdn.com/1040g00831cpl3pdsgu004a3mg5lntdk8n9v7c6o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=fc7dc73414c8f0d6e6fae1d70f9f7e03&t=6aa5462c,,678b3a63000000000a007a57,YBRVfvjmxP3FHJZ-ybgGByOhgMVxE0QGDoRjKn6iB2Tv0=,https://www.xiaohongshu.com/explore/678b3a63000000000a007a57?xsec_token=YBRVfvjmxP3FHJZ-ybgGByOhgMVxE0QGDoRjKn6iB2Tv0=&xsec_source=app_note
2026-08-02,TCF备考,TCF口语三次9分后，我的弯路和经验-T1（1）,我四次 TCF CA 的口语分数是：9 → 5 → 9 → 9（复议后 13）。 每次听阅写作都能稳稳过线，唯独口语像一,63,95,1,11,图文,涛的法语漫谈,https://sns-na-i11.xhscdn.com/spectrum/1040g0k0323bl5u6gn0005prrmiil68of95qnp90?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=fd7187cf6f1bb8e93026df292423efa0&t=6aa54653,,6a6e93470000000025005e2a,YBkz53bGZyjOT8xhnI_q8O9OVE6yzr1rmwfwgfSQRTFhc=,https://www.xiaohongshu.com/explore/6a6e93470000000025005e2a?xsec_token=YBkz53bGZyjOT8xhnI_q8O9OVE6yzr1rmwfwgfSQRTFhc=&xsec_source=app_note
2026-07-05,TCF备考,别学什么法语思维，3个月过TCF🇨🇦邪修,3-6个月拿下TCF Canada法语考试，关键在于中译法输出和背诵模板。中译法训练语法基础，模板确保口语和写作流畅。避,62,95,51,16,图文,Tik法语邪修,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k03227si8t1na005prdbn263tj3imil0f0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=7812011497696cd35b82d9865d7ec0f2&t=6aa54653,,6a49f1380000000006021019,YBjtrVCnkLeyKwvIY-TUjyhB7bzzBKE1V_-FbuGCnvCF4=,https://www.xiaohongshu.com/explore/6a49f1380000000006021019?xsec_token=YBjtrVCnkLeyKwvIY-TUjyhB7bzzBKE1V_-FbuGCnvCF4=&xsec_source=app_note
2026-03-26,TCF备考,谨记以备考法语🇨🇦TCF CA 为目的而上班,1、上班务必清醒认知，工作只是为法语学习提供经济支撑，考过B2上岸才是终极目标，没必要被职场内耗消耗情绪。累了就闭目养神,92,79,4,22,图文,h.notes,https://sns-na-i11.xhscdn.com/1040g2sg31u68ks3j2q704aahso6r6p0v7am7oo8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=dd8fa6ca37655b67ae5eca776016cada&t=6aa54653,,69c542d7000000001a0276ee,YBzHRwEGlc7DvF3ZnH5J-OKDzjr7FpWF2xMBH7unqhimI=,https://www.xiaohongshu.com/explore/69c542d7000000001a0276ee?xsec_token=YBzHRwEGlc7DvF3ZnH5J-OKDzjr7FpWF2xMBH7unqhimI=&xsec_source=app_note
2026-03-04,TCF Canada,零基础 tcf canada首考写作17分技巧分享,TCF Canada 写作：C2 高分经验与避雷指南 ✍️ ⚠️ 核心准则：准确度是第一生命线 零容忍： T1、T2 绝,58,95,13,19,图文,璀璨冒险人,https://sns-na-i11.xhscdn.com/1040g2sg31t96gq4l5sbg49rlmihtgn4788spli8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=b6729e2b4b8e1c975b72503c465c77dd&t=6aa54543,,69a770b9000000002801d63f,YB2WfIcdjT_WzQnOiRhz7HS92VXse9S69XOyAVyYBKwUo=,https://www.xiaohongshu.com/explore/69a770b9000000002801d63f?xsec_token=YB2WfIcdjT_WzQnOiRhz7HS92VXse9S69XOyAVyYBKwUo=&xsec_source=app_note
2026-07-16,法语移民,法语碎碎念,终于有时间开始写心得。 一些感想。 #加拿大  #加拿大生活  #加拿大移民  #tcfca  #tcfCanada,104,70,36,11,图文,丧失的一切必将回返,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8322lut4s87od05ns59q809cs8h1d0vb8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=b6dffd92928360b579659e0032226183&t=6aa54677,,6a5857e20000000004029159,YBXamWw6DKdMcD7w8x6gXBoLrnbbocbNqpAR27jnhOjaA=,https://www.xiaohongshu.com/explore/6a5857e20000000004029159?xsec_token=YBXamWw6DKdMcD7w8x6gXBoLrnbbocbNqpAR27jnhOjaA=&xsec_source=app_note
2026-09-02,法语移民,来加拿大一年多，终于被捞上PR了,这次被捞也算比较曲折，刚开始来这里是拿着LMIA来的，本来加50分妥妥的够了，没想到来到这就取消了，政策也收紧了，只有学,107,66,23,30,图文,路人饼,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0324je7nf8go005ni19s7g8epgcaejseg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=b545a6295a39bf69efda480dbf2ccf8e&t=6aa54677,,6a9750e10000000025034f7e,YBr_K0Jqh0abyDixIKVzspn2QaONVkD1aPpO4_EnPOgBI=,https://www.xiaohongshu.com/explore/6a9750e10000000025034f7e?xsec_token=YBr_K0Jqh0abyDixIKVzspn2QaONVkD1aPpO4_EnPOgBI=&xsec_source=app_note
2026-06-22,TCF Canada/TCF备考,备考 TCF Canada，这些坑我帮你踩过了！,很多大神都分享过 TCF Canada 的备考经验，我就从自己长期备考、三次考试的经历出发，聊聊一些可以避免的坑，希望能,74,82,42,16,图文,朝阳区潜力富婆,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0321nct3gjn0005ph4v6shommhveu5mj0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=844b3c5d5c7464db6b3daa840b72dffe&t=6aa54543,,6a390c400000000011005a75,YBj7rnCxgGcrbkoLSZ5a2BBFxLYbYrCLjOU5sGvrdX6ko=,https://www.xiaohongshu.com/explore/6a390c400000000011005a75?xsec_token=YBj7rnCxgGcrbkoLSZ5a2BBFxLYbYrCLjOU5sGvrdX6ko=&xsec_source=app_note
2026-06-17,TCF备考,TCF Canada备考有没有捷径？,最近陆陆续续收到一些朋友们的私信，来问我备考的经验，虽然我在之前的帖子中也分享了一些自己的备考经验。但今天还是想再叨叨几,74,81,25,13,图文,北纬46度生活,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0321h6a9men2005n32oankc1j9jgnvqk0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=4e233a647c90795e9cf087e0fd97eb3d&t=6aa54653,,6a32b43d000000000f01eb80,YBFLVhr9hbJ--M9TVwNIhMp_QOZt69RVZpozBTrHfjJbk=,https://www.xiaohongshu.com/explore/6a32b43d000000000f01eb80?xsec_token=YBFLVhr9hbJ--M9TVwNIhMp_QOZt69RVZpozBTrHfjJbk=&xsec_source=app_note
2026-09-07,法语移民,学法语拿加拿大永居，先满足这几个条件,猫哥扫盲贴第N集，今天来讲下加拿大EE法语通道的最低条件，满足了这些，才能参与EE法语的抽选 *这个抽选说一下， 只要过,96,70,14,17,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/1040g2sg324qmnlfnhm705pk36mnhot2du4jkh3g?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=e47a2a5d6ab6e314e324a1c2a58f0e82&t=6aa54677,,6a9ebcae000000002803a195,YBclWtDGs8TIlgezA0CPoMO1xQP2g8g29hnBWajmVcO4o=,https://www.xiaohongshu.com/explore/6a9ebcae000000002803a195?xsec_token=YBclWtDGs8TIlgezA0CPoMO1xQP2g8g29hnBWajmVcO4o=&xsec_source=app_note
2026-06-28,TCF Canada,TCF Canada 高分表达⑤Je dirais que...,很多同学学法语的时候，最喜欢说的一句话就是： Je pense que... 但法国人在讨论一个社会问题时，很少直接下结,111,62,0,6,视频,晓行枫叶路🍁,https://sns-na-i11.xhscdn.com/spectrum/1040g34o321utbu7r700g401e7mg9m43qkdo9i28?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=772e278c98de530140bbbd955cb456e0&t=6aa54543,,6a40be23000000002101aa48,YBexxM86lKcuHyNVJf0-pYseagf2hGGXL_jtSw8Wx3lr4=,https://www.xiaohongshu.com/explore/6a40be23000000002101aa48?xsec_token=YBexxM86lKcuHyNVJf0-pYseagf2hGGXL_jtSw8Wx3lr4=&xsec_source=app_note
2026-09-09,法语移民,境外法语EE时间线（法专生话多流水账版）,离职了从沪回老家了终于想起来写这个了 大概整理一下吧： 2024.9 决定EE 浅查了TCF的攻略摸了个底 上班一受气就,77,76,13,16,图文,Zing,https://sns-na-i11.xhscdn.com/1040g2sg324spf4a63idg5ovhlecm2q935hqr1u0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=2c3932bb7a7427758d38ff3efefa130e&t=6aa54677,,6aa0f23c000000002b013375,YBejs74B1W__K0oT-L6QBjsQkCl0ZxS9hnKbun0uwEx4E=,https://www.xiaohongshu.com/explore/6aa0f23c000000002b013375?xsec_token=YBejs74B1W__K0oT-L6QBjsQkCl0ZxS9hnKbun0uwEx4E=&xsec_source=app_note
2026-09-04,TEF Canada,法语少儿动画：“盯着屏幕”的影响,#法语动画  #法语电影  #少儿法语  #法语动画片  #小狮子法语  #法语学习  #法语单词  #法语话题  #t,92,66,0,5,视频,小獅子法語-LePetitLion,https://sns-na-i11.xhscdn.com/1040g2sg324mi2spc0sf05o8jkqsgbpbrh7qqljo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=823a428cb187362861fe8b638a3e59e7&t=6aa54636,,6a9a7db6000000002700be11,YBwf2bZMVY092FLju25mEWWbIzuhaPnsxhhCM34Df7jWc=,https://www.xiaohongshu.com/explore/6a9a7db6000000002700be11?xsec_token=YBwf2bZMVY092FLju25mEWWbIzuhaPnsxhhCM34Df7jWc=&xsec_source=app_note
2026-08-26,TCF备考,TCF CA口语备考个人经验分享,背景：十年前学习到A2，完全没有应用+哑巴法语，找中文老师复健三个月后开始全力备考 在经历了两次口语卡9分+其他全过之后,62,80,11,13,图文,momo（法语考过版）,https://sns-na-i11.xhscdn.com/oss-ae/notes_pre_post/1040g3v8324aelro0is804bbt0od6k83adh0m798?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=d646bebf925d415b0d57dc23919aa8ad&t=6aa54653,,6a8e25a3000000000e03c800,YBDlu_9s9b4fMBts4S-hAG3wuHQjM9_VWWdPeM-YJDgh0=,https://www.xiaohongshu.com/explore/6a8e25a3000000000e03c800?xsec_token=YBDlu_9s9b4fMBts4S-hAG3wuHQjM9_VWWdPeM-YJDgh0=&xsec_source=app_note
2026-08-18,TEF Canada,一个月从A2到B2 | tcf焚决,本人情况： 法专大二，大一基本没学，大二下因为要考专四开始重新学法语，拿到了交换名额，tcf纯自学，六月中考tef A,77,72,9,10,图文,Claire,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0323vqnf610a005pi0aoe0ubqsp34t8lg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=421c6ea2471adf20a046774ead6a2a97&t=6aa54636,,6a83394b000000003301389d,YB8fZ3BrWfKxt3GVtSLhaalMeowEhN0MVBTiMzfH0hA_U=,https://www.xiaohongshu.com/explore/6a83394b000000003301389d?xsec_token=YB8fZ3BrWfKxt3GVtSLhaalMeowEhN0MVBTiMzfH0hA_U=&xsec_source=app_note
2026-05-13,TCF备考,法语TCF CLB7 5段式模版-高频话题科技类,#tcfca  #加拿大法语  #法语  #tcfca口语  #tcfca备考  #tcf口语  #加拿大法语移民,80,70,1,7,视频,Laura法语TCF CA,https://sns-na-i11.xhscdn.com/spectrum/1040g0k03204039q32s005qd2q9o7744m5sed4ko?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=bd85b80236d7324f91b2baa4e5e2e435&t=6aa54653,,6a046b03000000003601fb82,YBgcxph_Y7DYL9zPpYm3BIAcJf0mi05fFge6C6gsX8AII=,https://www.xiaohongshu.com/explore/6a046b03000000003601fb82?xsec_token=YBgcxph_Y7DYL9zPpYm3BIAcJf0mi05fFge6C6gsX8AII=&xsec_source=app_note
2026-08-22,TCF Canada,0基础自学法语保姆级教程-听写怎么做,#tcfcanada  #tcfca  #delf  #法语  #加拿大法语  #好视频扶持计划  #法语ee  #ee,91,64,14,8,视频,雷雷六（在职加拿大法语B2版）,https://sns-na-i11.xhscdn.com/1040g2sg3245cg49ln2e05pcbjjn83v8li6faf0g?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=3a433d86e22ad46a55721b1822fe4fc1&t=6aa54543,,6a88e890000000003703eb3d,YBHp6m34jIz4pIxRm-tL0LlDeUKmSX4_JM0lB-4uNio30=,https://www.xiaohongshu.com/explore/6a88e890000000003703eb3d?xsec_token=YBHp6m34jIz4pIxRm-tL0LlDeUKmSX4_JM0lB-4uNio30=&xsec_source=app_note
2026-08-28,法语移民,加拿大法语两条路：死磕7，还是5先上车？,最近发现很多人其实卡在同一个选择上： 是继续在海外把法语四项做到NCLC 7，直接走EE法语类别；还是先把法语听说做到N,83,68,26,13,图文,加拿大的橙🍊,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8324cp5rte7k805o750rkg8vphup8o5mg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=e3f857735e67dcfc78a8ed4fecbde84a&t=6aa54677,,6a9198e300000000250121d8,YBXXBR7Ba4LqXBoBqvQgMrlYesTt0SEVKFr0FA4C84fn4=,https://www.xiaohongshu.com/explore/6a9198e300000000250121d8?xsec_token=YBXXBR7Ba4LqXBoBqvQgMrlYesTt0SEVKFr0FA4C84fn4=&xsec_source=app_note
2026-09-09,法语移民,且看且珍惜,1. 很多人对法语分享帖感兴趣，但是刚打招呼，如果你都没问，出分小号就开始疯狂推荐老师，一定要谨慎。背后的利益关系和提成,103,56,33,21,图文,50岁独居生活,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8324socbauj0705ql0qd74oe00ar5e7ro?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=aea5f6a9e220ef5f7a8e1240a8978e41&t=6aa54677,,6aa0d9760000000029013f17,YBejs74B1W__K0oT-L6QBjsWr_ZkI1kB0OegGKo6f8-rU=,https://www.xiaohongshu.com/explore/6aa0d9760000000029013f17?xsec_token=YBejs74B1W__K0oT-L6QBjsWr_ZkI1kB0OegGKo6f8-rU=&xsec_source=app_note
